year,mean_cell_exceedance_class,dominant_gridcell_decision,Province,District,mean_exceedance_probability,area_prop_yes,area_prop_uncertain,area_prop_no,decision_valid_raster_area_km2,decision_aggregation_method,decision_fallback_distance_km,decision_fallback_cell_longitude,decision_fallback_cell_latitude,mean_exceedance_probability_pct,area_pct_yes,area_pct_uncertain,area_pct_no
2011,Yes,Yes,Nampula,Murrupula,0.8973688241852223,0.8494739302666539,0.150526069733347,0,3093.3778810582235,area_weighted_exact,NA,NA,NA,89.73688241852223,84.94739302666538,15.0526069733347,0
2011,Yes,Yes,Nampula,Nacala,0.9210110397477881,0.8422714287837124,0.15772857121628758,0,167.6694097920893,area_weighted_exact,NA,NA,NA,92.10110397477881,84.22714287837124,15.772857121628759,0
2011,Yes,Yes,Nampula,Nacala-a-Velha,0.9977709817011171,1,0,0,1121.2806995214833,area_weighted_exact,NA,NA,NA,99.77709817011171,100,0,0
2011,Yes,Yes,Nampula,Nacarôa,0.9668720511459284,1,0,0,2713.855297196987,area_weighted_exact,NA,NA,NA,96.68720511459284,100,0,0
2011,Yes,Yes,Nampula,Rapale,0.9150072036773044,0.9093973382724003,0.09060266172759948,0,2344.327476248757,area_weighted_exact,NA,NA,NA,91.50072036773044,90.93973382724003,9.060266172759949,0
2011,Uncertain,Uncertain,Nampula,Ribáuè,0.693995582806494,0.4386131777840529,0.5043213836395436,0.05706543857640158,6248.412662083232,area_weighted_exact,NA,NA,NA,69.3995582806494,43.86131777840529,50.43213836395436,5.706543857640158
2011,Uncertain,Uncertain,Niassa,Chimbonila,0.3789561224294028,0.0841374338793364,0.6444452732861901,0.27141729283447213,5305.470756111249,area_weighted_exact,NA,NA,NA,37.89561224294028,8.413743387933641,64.444527328619,27.141729283447212
2011,Uncertain,Uncertain,Niassa,Cuamba,0.5779521518878028,0.258084129799551,0.6221949919489573,0.11972087825149046,5344.236359872805,area_weighted_exact,NA,NA,NA,57.79521518878028,25.808412979955097,62.21949919489573,11.972087825149046
2011,Uncertain,Uncertain,Niassa,Lago,0.3667539934112618,0.031186902457004693,0.7051955210584424,0.26361757648455375,6296.419960532654,area_weighted_exact,NA,NA,NA,36.67539934112618,3.1186902457004693,70.51955210584424,26.361757648455374
2011,No,No,Niassa,Lichinga,0.05888722244152662,0,0.15544628058190932,0.8445537194180907,256.43170991825144,area_weighted_exact,NA,NA,NA,5.888722244152662,0,15.544628058190932,84.45537194180906
2011,Uncertain,Uncertain,Niassa,Majune,0.5733054546599009,0,1,0,11297.875789274443,area_weighted_exact,NA,NA,NA,57.33054546599009,0,100,0
2011,Uncertain,Uncertain,Niassa,Mandimba,0.6342786193227947,0.2925874514962149,0.68092921549799,0.026483333005796486,4551.2443425621595,area_weighted_exact,NA,NA,NA,63.42786193227947,29.25874514962149,68.092921549799,2.6483333005796488
2011,Uncertain,Uncertain,Niassa,Marrupa,0.692197101376937,0.20786202384685729,0.7835639409591767,0.008574035193967594,17455.050177347377,area_weighted_exact,NA,NA,NA,69.2197101376937,20.78620238468573,78.35639409591766,0.8574035193967594
2011,Uncertain,Uncertain,Niassa,Maúa,0.6467525104837523,0.16227943173736942,0.8377205682626303,0,8046.672692386481,area_weighted_exact,NA,NA,NA,64.67525104837523,16.227943173736943,83.77205682626303,0
2011,Uncertain,Uncertain,Niassa,Mavago,0.43324344534112363,0,0.7735510380141238,0.22644896198587589,8982.636971584485,area_weighted_exact,NA,NA,NA,43.32434453411236,0,77.35510380141238,22.64489619858759
2011,Uncertain,Uncertain,Niassa,Mecanhelas,0.47139998399789473,0.1290995390106169,0.6586437573533301,0.21225670363605284,4680.583700161123,area_weighted_exact,NA,NA,NA,47.13999839978948,12.90995390106169,65.86437573533301,21.225670363605285
2011,Uncertain,Uncertain,Niassa,Mecula,0.7335834075265586,0.08784058449389533,0.9121594155061045,0,17683.47062430748,area_weighted_exact,NA,NA,NA,73.35834075265586,8.784058449389534,91.21594155061045,0
2011,Uncertain,Uncertain,Niassa,Metarica,0.7033434280924574,0.16362426864533963,0.83637573135466,0,4859.419434926709,area_weighted_exact,NA,NA,NA,70.33434280924574,16.362426864533962,83.637573135466,0
2011,Uncertain,Uncertain,Niassa,Muembe,0.30436070310767727,0,0.7960217356073701,0.20397826439263056,5801.928923350374,area_weighted_exact,NA,NA,NA,30.436070310767725,0,79.60217356073701,20.397826439263056
2011,Uncertain,Uncertain,Niassa,N'gaúma,0.6080927816680294,0.3528918072343177,0.4557141826668495,0.19139401009883347,2965.1330483149395,area_weighted_exact,NA,NA,NA,60.80927816680294,35.28918072343177,45.57141826668495,19.139401009883347
2011,Uncertain,Uncertain,Niassa,Nipepe,0.7287901368680862,0.31861669940474835,0.6813833005952508,0,5000.3399270554955,area_weighted_exact,NA,NA,NA,72.87901368680862,31.861669940474833,68.13833005952507,0
2011,Uncertain,Uncertain,Niassa,Sanga,0.5217030498414633,0,0.9211536847100612,0.07884631528993886,12270.233129848348,area_weighted_exact,NA,NA,NA,52.170304984146334,0,92.11536847100612,7.884631528993887
2011,Uncertain,No,Sofala,Beira,0.2888269963566407,0.0012439997934139027,0.49765218675098954,0.5011038134555964,598.8563829168409,area_weighted_exact,NA,NA,NA,28.88269963566407,0.12439997934139027,49.76521867509896,50.11038134555964
2011,Uncertain,Uncertain,Sofala,Búzi,0.5700762464895424,0.1821449495485996,0.7292055610100364,0.0886494894413621,7079.746341075405,area_weighted_exact,NA,NA,NA,57.007624648954234,18.214494954859962,72.92055610100364,8.86494894413621
2011,Uncertain,Uncertain,Sofala,Caia,0.5467582592191691,0.07058420446238672,0.8134756552856027,0.11594014025200935,3583.8748999644604,area_weighted_exact,NA,NA,NA,54.67582592191691,7.058420446238673,81.34756552856027,11.594014025200936
2011,Uncertain,No,Sofala,Chemba,0.2967686428125102,0.0765624114053706,0.45671179962537334,0.4667257889692556,3977.6398538789254,area_weighted_exact,NA,NA,NA,29.67686428125102,7.65624114053706,45.67117996253734,46.67257889692556
2011,Uncertain,Uncertain,Sofala,Cheringoma,0.7614200545656934,0.29143738165148736,0.7085626183485123,0,7064.296502085632,area_weighted_exact,NA,NA,NA,76.14200545656934,29.143738165148736,70.85626183485122,0
2011,Uncertain,Uncertain,Sofala,Chibabava,0.574664196684987,0.15249914804346265,0.7928771887245414,0.054623663231998236,6994.928333987966,area_weighted_exact,NA,NA,NA,57.4664196684987,15.249914804346265,79.28771887245414,5.462366323199824
2011,Uncertain,Yes,Sofala,Dondo,0.7275001573324203,0.4718155378349395,0.4522632976100799,0.07592116455498034,2279.8842014001402,area_weighted_exact,NA,NA,NA,72.75001573324204,47.18155378349395,45.22632976100799,7.592116455498034
2011,Uncertain,Uncertain,Sofala,Machanga,0.6545106016727815,0.1855100851961034,0.8144899148038964,0,5484.519232124451,area_weighted_exact,NA,NA,NA,65.45106016727816,18.551008519610342,81.44899148038964,0
2011,Uncertain,Uncertain,Sofala,Marínguè,0.5649891935694267,0.21938328366300006,0.6863087282709585,0.09430798806604038,6149.887042372368,area_weighted_exact,NA,NA,NA,56.498919356942665,21.938328366300006,68.63087282709584,9.430798806604038
2011,Yes,Yes,Sofala,Marromeu,0.85457084830968,0.740193644628563,0.2597882088183274,1.814655310768735e-5,5665.862664551121,area_weighted_exact,NA,NA,NA,85.457084830968,74.0193644628563,25.978820881832743,0.0018146553107687348
2011,Uncertain,Uncertain,Sofala,Muanza,0.7928768452239214,0.44318550984401733,0.5568144901559796,0,7341.9242688972045,area_weighted_exact,NA,NA,NA,79.28768452239214,44.31855098440173,55.68144901559796,0
2011,Yes,Yes,Sofala,Nhamatanda,0.887923173156089,0.7929459778099152,0.20663571840109934,4.183037889851809e-4,4015.780822235519,area_weighted_exact,NA,NA,NA,88.7923173156089,79.29459778099151,20.663571840109935,0.041830378898518095
2011,Uncertain,No,Tete,Angónia,0.29113317867938,0.06258095686810672,0.46088459487863925,0.47653444825325275,3104.377841403821,area_weighted_exact,NA,NA,NA,29.113317867937997,6.258095686810671,46.08845948786392,47.65344482532527
2011,Uncertain,Uncertain,Tete,Cahora-Bassa,0.38324067445918325,0,0.8196133586700003,0.18038664133000143,8542.95398936535,area_weighted_exact,NA,NA,NA,38.324067445918324,0,81.96133586700003,18.038664133000143
2011,Uncertain,No,Tete,Changara,0.20698791403080985,0,0.43644260019760256,0.5635573998023977,6062.136641791855,area_weighted_exact,NA,NA,NA,20.698791403080985,0,43.64426001976025,56.355739980239775
2011,Uncertain,No,Tete,Marara,0.20430833560774486,0,0.4735512986629023,0.526448701337098,2710.1228023951007,area_weighted_exact,NA,NA,NA,20.430833560774488,0,47.35512986629023,52.6448701337098
2011,Uncertain,Uncertain,Tete,Chifunde,0.4433436640203789,0.0032215713122532305,0.8973041220300251,0.09947430665772135,9246.941398174327,area_weighted_exact,NA,NA,NA,44.33436640203789,0.3221571312253231,89.7304122030025,9.947430665772135
2011,Uncertain,Uncertain,Tete,Chiúta,0.33071439963639726,0.015927133497980684,0.648489063483854,0.3355838030181649,7112.910354909944,area_weighted_exact,NA,NA,NA,33.071439963639726,1.5927133497980683,64.8489063483854,33.558380301816484
2011,Uncertain,Uncertain,Tete,Macanga,0.3940637817171509,0.041346907707360485,0.8262404653771908,0.13241262691544867,7086.916233582106,area_weighted_exact,NA,NA,NA,39.40637817171509,4.134690770736048,82.62404653771908,13.241262691544867
2011,Uncertain,Uncertain,Tete,Mágoè,0.33285037193509043,0,0.7542543054295785,0.245745694570423,7650.276981667397,area_weighted_exact,NA,NA,NA,33.28503719350904,0,75.42543054295786,24.5745694570423
2011,Uncertain,Uncertain,Tete,Marávia,0.36203891562264995,0.00895848724559303,0.8269885999171803,0.1640529128372283,16181.036571163779,area_weighted_exact,NA,NA,NA,36.20389156226499,0.895848724559303,82.69885999171804,16.405291283722832
2011,Uncertain,Uncertain,Tete,Moatize,0.4484386130375462,0.04336212649438048,0.7974874113026864,0.15915046220293358,8303.454149686177,area_weighted_exact,NA,NA,NA,44.843861303754615,4.336212649438048,79.74874113026864,15.915046220293357
2011,Uncertain,Uncertain,Tete,Dôa,0.5997431320710933,0.14904470384396437,0.793532436052128,0.057422860103908784,3498.214736338154,area_weighted_exact,NA,NA,NA,59.97431320710933,14.904470384396436,79.3532436052128,5.742286010390878
2011,Uncertain,Uncertain,Tete,Mutarara,0.3362097972745663,0.06539090122514613,0.5376281962017012,0.3969809025731526,2511.843215356072,area_weighted_exact,NA,NA,NA,33.62097972745663,6.5390901225146125,53.76281962017012,39.69809025731526
2011,No,No,Tete,Tete,0.003867014295974441,0,0,1,257.81326305357993,area_weighted_exact,NA,NA,NA,0.3867014295974441,0,0,100
2011,Uncertain,No,Tete,Tsangano,0.23194316569957651,0.013344460936515057,0.3675802664312345,0.6190752726322502,3600.2515241535575,area_weighted_exact,NA,NA,NA,23.19431656995765,1.3344460936515057,36.75802664312345,61.90752726322501
2011,Uncertain,Uncertain,Tete,Zumbo,0.5022740663619533,0.017437237639202862,0.9222142253435408,0.06034853701725311,11545.845067397402,area_weighted_exact,NA,NA,NA,50.227406636195326,1.7437237639202863,92.22142253435408,6.034853701725311
2011,Uncertain,Yes,Zambézia,Alto Molócuè,0.7960396177245838,0.6116716769183722,0.3696430244369871,0.018685298644640413,6340.119478940637,area_weighted_exact,NA,NA,NA,79.60396177245838,61.16716769183722,36.96430244369871,1.8685298644640413
2011,Yes,Yes,Zambézia,Chinde,0.9030034150168915,0.9698727187397275,0.030127281260272535,0,2847.540294153646,area_weighted_exact,NA,NA,NA,90.30034150168915,96.98727187397274,3.0127281260272536,0
2011,Yes,Yes,Zambézia,Luabo,0.9507355854184292,0.9703900610699505,0.029609938930049456,0,1102.4943833207733,area_weighted_exact,NA,NA,NA,95.07355854184291,97.03900610699505,2.9609938930049458,0
2011,Yes,Yes,Zambézia,Gilé,0.8419201008551955,0.6381434650596529,0.3618565349403481,0,8977.16664779572,area_weighted_exact,NA,NA,NA,84.19201008551956,63.81434650596529,36.18565349403481,0
2011,Uncertain,Uncertain,Zambézia,Gurué,0.6456721284527693,0.38637019997384353,0.5611040773387257,0.0525257226874298,5643.069015448135,area_weighted_exact,NA,NA,NA,64.56721284527693,38.63701999738435,56.11040773387257,5.25257226874298
2011,Uncertain,Uncertain,Zambézia,Ile,0.7691482068690837,0.4514432130507489,0.5485567869492506,0,2933.5346191349017,area_weighted_exact,NA,NA,NA,76.91482068690837,45.14432130507489,54.85567869492506,0
2011,Yes,Yes,Zambézia,Mulevala,0.9432219411631881,0.9984738842092551,0.0015261157907449031,0,2701.0215508537267,area_weighted_exact,NA,NA,NA,94.32219411631881,99.84738842092551,0.1526115790744903,0
2011,Uncertain,Yes,Zambézia,Inhassunge,0.7781006671212084,0.534044767895469,0.41624464184445653,0.04971059026007472,704.5792729672821,area_weighted_exact,NA,NA,NA,77.81006671212084,53.4044767895469,41.62446418444566,4.971059026007472
2011,Yes,Yes,Zambézia,Lugela,0.8584090727328519,0.8109667757757743,0.18903322422422544,0,6127.573048141531,area_weighted_exact,NA,NA,NA,85.8409072732852,81.09667757757742,18.903322422422544,0
2011,Yes,Yes,Zambézia,Maganja da Costa,0.8911272154316421,0.9192930513834382,0.08070694861656177,0,2803.799468990544,area_weighted_exact,NA,NA,NA,89.11272154316421,91.92930513834382,8.070694861656177,0
2011,Yes,Yes,Zambézia,Mocubela,0.8861131440707354,0.8381134217794292,0.16188657822057081,0,4684.17753631123,area_weighted_exact,NA,NA,NA,88.61131440707354,83.81134217794292,16.18865782205708,0
2011,Uncertain,Uncertain,Zambézia,Milange,0.6039024382088671,0.3347550014647766,0.5127005785495279,0.15254441998569565,5416.340008178124,area_weighted_exact,NA,NA,NA,60.39024382088671,33.47550014647766,51.27005785495279,15.254441998569565
2011,Uncertain,Uncertain,Zambézia,Molumbo,0.44615825574588625,0.05268935648924874,0.9315291471781219,0.015781496332629256,4101.424765772261,area_weighted_exact,NA,NA,NA,44.61582557458863,5.268935648924874,93.15291471781218,1.5781496332629257
2011,Yes,Yes,Zambézia,Mocuba,0.8436225008128084,0.6550603654040839,0.34493963459591703,0,8772.512015466422,area_weighted_exact,NA,NA,NA,84.36225008128085,65.50603654040839,34.493963459591704,0
2011,Uncertain,Uncertain,Zambézia,Mopeia,0.7184142480000821,0.31831773098172766,0.6816822690182733,0,7656.790168452209,area_weighted_exact,NA,NA,NA,71.84142480000821,31.831773098172768,68.16822690182734,0
2011,Uncertain,Uncertain,Zambézia,Derre,0.7181627979095713,0.1948668753221516,0.8051331246778481,0,4746.85149417772,area_weighted_exact,NA,NA,NA,71.81627979095713,19.48668753221516,80.51331246778481,0
2011,Uncertain,Yes,Zambézia,Morrumbala,0.7640624998886475,0.5219727232530903,0.46694210806124853,0.011085168685661428,7970.6728579017645,area_weighted_exact,NA,NA,NA,76.40624998886474,52.19727232530903,46.69421080612485,1.1085168685661428
2011,Yes,Yes,Zambézia,Namacurra,0.85885347566683,0.8055150884975109,0.18170940517018602,0.012775506332302986,2006.1003639470937,area_weighted_exact,NA,NA,NA,85.885347566683,80.55150884975109,18.170940517018604,1.2775506332302986
2011,Uncertain,Uncertain,Zambézia,Namarroi,0.7409513837366434,0.2769428251911271,0.7230571748088732,0,3060.854182947534,area_weighted_exact,NA,NA,NA,74.09513837366434,27.69428251911271,72.30571748088732,0
2011,Uncertain,Uncertain,Zambézia,Nicoadala,0.6111374117023726,0.11143082875091889,0.8650017672391473,0.023567404009933124,2763.477509694292,area_weighted_exact,NA,NA,NA,61.113741170237255,11.143082875091888,86.50017672391473,2.3567404009933126
2011,Yes,Yes,Zambézia,Pebane,0.8851334371365301,0.9036414292370165,0.09635857076298295,0,9695.7257967971509,area_weighted_exact,NA,NA,NA,88.51334371365301,90.36414292370165,9.635857076298295,0
2011,Yes,Yes,Manica,Gondola,0.8553169726273782,0.814199750993997,0.10996768267840008,0.07583256632760264,2682.604061402877,area_weighted_exact,NA,NA,NA,85.53169726273782,81.4199750993997,10.99676826784001,7.583256632760264
2011,Uncertain,Yes,Manica,Macate,0.7859648199380409,0.6224635813714676,0.3595571605949181,0.017979258033614488,1779.5191227891503,area_weighted_exact,NA,NA,NA,78.59648199380409,62.246358137146764,35.95571605949181,1.7979258033614487
2011,Uncertain,Uncertain,Manica,Báruè,0.4303511542259667,0.11914321171721083,0.6664679333828507,0.21438885489993795,5697.794353998076,area_weighted_exact,NA,NA,NA,43.03511542259667,11.914321171721083,66.64679333828506,21.438885489993794
2011,Yes,Yes,Sofala,Gorongosa,0.8784298852601112,0.8081436258176043,0.19185637418239537,0,6778.1808596131195,area_weighted_exact,NA,NA,NA,87.84298852601113,80.81436258176043,19.185637418239537,0
2011,Uncertain,Uncertain,Manica,Macossa,0.4683714122477076,0.08759066984702629,0.8012532556184543,0.11115607453452016,9563.28733103654,area_weighted_exact,NA,NA,NA,46.83714122477076,8.75906698470263,80.12532556184543,11.115607453452016
2011,Yes,Yes,Nampula,Meconta,0.9393357339298478,0.9919187033993891,0.008081296600610747,0,3677.238790382888,area_weighted_exact,NA,NA,NA,93.93357339298478,99.19187033993892,0.8081296600610747,0
2011,Yes,Yes,Nampula,Mogovolas,0.9679446354361323,0.9998507560311553,1.4924396884472146e-4,0,4710.966454758345,area_weighted_exact,NA,NA,NA,96.79446354361323,99.98507560311552,0.014924396884472146,0
2011,Yes,Yes,Nampula,Muecate,0.9320206192103088,0.9655418437670671,0.03445815623293316,0,4106.300511394363,area_weighted_exact,NA,NA,NA,93.20206192103088,96.55418437670671,3.445815623293316,0
2011,Uncertain,Yes,Nampula,Nampula,0.7098339049846808,0.6208070706564952,0.1989823346029215,0.18021059474058354,1647.5004206104234,area_weighted_exact,NA,NA,NA,70.98339049846808,62.08070706564952,19.89823346029215,18.021059474058355
2011,Uncertain,Uncertain,Zambézia,Quelimane,0.38643635481041677,0.1175415011039861,0.5375831451545408,0.3448753537414734,536.1446613042555,area_weighted_exact,NA,NA,NA,38.64363548104168,11.75415011039861,53.758314515454074,34.487535374147335
2011,Uncertain,Uncertain,Manica,Sussundenga,0.6425127615899933,0.30617183325760366,0.6154355170836202,0.07839264965877701,6989.907878569145,area_weighted_exact,NA,NA,NA,64.25127615899933,30.617183325760365,61.543551708362024,7.839264965877701
2011,Yes,Yes,Manica,Vanduzi,0.8608266067178056,0.7711791709006894,0.22069263040760098,0.008128198691709271,3160.5789375168374,area_weighted_exact,NA,NA,NA,86.08266067178056,77.11791709006894,22.0692630407601,0.8128198691709271
2011,Uncertain,Uncertain,Gaza,Mapai,0.49153802912168215,0,0.9713100621579996,0.028689937841999878,11401.490219566738,area_weighted_exact,NA,NA,NA,49.15380291216822,0,97.13100621579997,2.8689937841999877
2011,Uncertain,Uncertain,Gaza,Chongoene,0.2903918697982659,0.056522428086990754,0.5790366493546497,0.3644409225583589,1354.1459589967887,area_weighted_exact,NA,NA,NA,29.039186979826592,5.652242808699075,57.903664935464974,36.44409225583589
2015,No,No,Maputo Cidade,KaMavota,3.5255903691903515e-5,0,0,1,56.8188150546852,area_weighted_exact,NA,NA,NA,0.0035255903691903514,0,0,100
2015,No,No,Maputo Cidade,KaMaxaqueni,3.4121571459161633e-13,0,0,1,11.850935582738565,area_weighted_exact,NA,NA,NA,3.4121571459161634e-11,0,0,100
2015,No,No,Maputo Cidade,KaMphumo,3.1228796423398444e-13,0,0,1,3.0141047119047504,area_weighted_exact,NA,NA,NA,3.1228796423398447e-11,0,0,100
2015,No,No,Maputo Cidade,KaMubukwana,3.448902592098823e-8,0,0,1,48.05237792833961,area_weighted_exact,NA,NA,NA,3.448902592098823e-6,0,0,100
2015,No,No,Maputo Cidade,KaNyaka,0.19134275615215302,0,0,1,0,nearest_valid_cell_fallback,28.470747390997637,32.923470047686784,-26.28056200093588,19.1342756152153,0,0,100
2015,No,No,Maputo Cidade,KaTembe,0.03524374872377038,0,0,1,71.42290216522747,area_weighted_exact,NA,NA,NA,3.524374872377038,0,0,100
2015,No,No,Maputo Cidade,Nlhamankulu,0,0,0,1,6.48370956466289,area_weighted_exact,NA,NA,NA,0,0,0,100
2015,Uncertain,Uncertain,Cabo Delgado,Ancuabe,0.7127187449952243,0.323872306299844,0.6700381064571402,0.006089587243015581,4921.311869800044,area_weighted_exact,NA,NA,NA,71.27187449952243,32.3872306299844,67.00381064571403,0.6089587243015582
2015,Yes,Yes,Cabo Delgado,Balama,0.861541855459586,0.6873075134489085,0.31269248655108994,0,5497.671198481446,area_weighted_exact,NA,NA,NA,86.1541855459586,68.73075134489085,31.269248655108996,0
2015,Yes,Yes,Cabo Delgado,Chiúre,0.8739822338322223,0.7811860935673108,0.2020324886085912,0.01678141782409806,5348.273379890684,area_weighted_exact,NA,NA,NA,87.39822338322223,78.11860935673108,20.20324886085912,1.678141782409806
2015,Uncertain,Uncertain,Cabo Delgado,Ibo,0.7617300748825073,0,1,0,0,nearest_valid_cell_fallback,9.013244003859649,40.50972644396059,-12.325885022391939,76.17300748825073,0,100,0
2015,Yes,Yes,Cabo Delgado,Macomia,0.8023669275785058,0.6105478511393037,0.3716609991295919,0.017791149731104773,4146.357749099166,area_weighted_exact,NA,NA,NA,80.23669275785058,61.054785113930365,37.16609991295919,1.7791149731104774
2015,Yes,Yes,Cabo Delgado,Mecúfi,0.8316892992441476,0.6440355084987074,0.3559357101748952,2.8781326397335396e-5,1224.3274541049116,area_weighted_exact,NA,NA,NA,83.16892992441475,64.40355084987074,35.59357101748952,0.00287813263973354
2015,Uncertain,Uncertain,Cabo Delgado,Meluco,0.6981764089583523,0.11535594730231293,0.8817894087188953,0.0028546439787931646,5729.014605867038,area_weighted_exact,NA,NA,NA,69.81764089583523,11.535594730231292,88.17894087188954,0.28546439787931643
2015,Uncertain,Uncertain,Cabo Delgado,Metuge,0.5769458683537838,0.15048835207337907,0.7894018270543939,0.06010982087222701,1303.3688831716665,area_weighted_exact,NA,NA,NA,57.69458683537838,15.048835207337907,78.94018270543938,6.0109820872227004
2015,Uncertain,Uncertain,Cabo Delgado,Mocímboa da Praia,0.6022048856671709,0.13571618451356615,0.7981681886128494,0.06611562687358255,3350.8654040090505,area_weighted_exact,NA,NA,NA,60.22048856671709,13.571618451356615,79.81681886128494,6.611562687358255
2015,Uncertain,Uncertain,Cabo Delgado,Montepuez,0.7041403194292426,0.2281118150779455,0.7702063816941825,0.0016818032278730192,17805.39640405698,area_weighted_exact,NA,NA,NA,70.41403194292425,22.81118150779455,77.02063816941825,0.1681803227873019
2015,Uncertain,Uncertain,Cabo Delgado,Mueda,0.6242636689477736,0.14645323657926126,0.7167024504449702,0.13684431297577032,11152.760415600105,area_weighted_exact,NA,NA,NA,62.42636689477736,14.645323657926127,71.67024504449702,13.684431297577031
2015,Uncertain,Uncertain,Cabo Delgado,Muidumbe,0.34030445539053245,0.039667288792036445,0.595797822282094,0.36453488892587,2095.7918785226193,area_weighted_exact,NA,NA,NA,34.03044553905325,3.9667288792036444,59.579782228209396,36.453488892586996
2015,Yes,Yes,Cabo Delgado,Namuno,0.9354816359839919,0.9780023077272404,0.021997692272759144,0,5980.892294927423,area_weighted_exact,NA,NA,NA,93.54816359839919,97.80023077272403,2.1997692272759144,0
2015,Uncertain,Uncertain,Cabo Delgado,Nangade,0.5568282583272749,0,0.8959266206527743,0.10407337934722542,2867.8718541406356,area_weighted_exact,NA,NA,NA,55.68282583272749,0,89.59266206527742,10.407337934722543
2015,Yes,Yes,Cabo Delgado,Palma,0.801239954881644,0.5245495138257541,0.4754504861742468,0,3200.829308463472,area_weighted_exact,NA,NA,NA,80.1239954881644,52.45495138257541,47.545048617424676,0
2015,Uncertain,Uncertain,Cabo Delgado,Pemba,0.40979796530988544,0,0.7375568601432794,0.2624431398567205,113.9895955423625,area_weighted_exact,NA,NA,NA,40.979796530988544,0,73.75568601432794,26.24431398567205
2015,Uncertain,Uncertain,Cabo Delgado,Quissanga,0.661920770939476,0.18023473037226748,0.8197652696277327,0,2049.3332291390257,area_weighted_exact,NA,NA,NA,66.1920770939476,18.023473037226747,81.97652696277326,0
2015,Uncertain,No,Gaza,Bilene,0.30036568166650207,0.09852561212134492,0.35238749987348444,0.5490868880051705,1587.0846573048068,area_weighted_exact,NA,NA,NA,30.036568166650206,9.852561212134493,35.23874998734844,54.90868880051705
2015,Uncertain,Uncertain,Gaza,Chibuto,0.2651845030849439,0.0419446451081889,0.5536443700405376,0.4044109848512738,5521.56185844714,area_weighted_exact,NA,NA,NA,26.51845030849439,4.194464510818889,55.364437004053755,40.441098485127384
2015,Uncertain,Uncertain,Gaza,Chicualacuala,0.4439976162858416,0,0.9545259931698711,0.045474006830129046,11149.428022156691,area_weighted_exact,NA,NA,NA,44.39976162858416,0,95.4525993169871,4.547400683012905
2015,Uncertain,Uncertain,Gaza,Chigubo,0.38449516981972315,0,0.9689760164474861,0.031023983552514102,10321.090779254524,area_weighted_exact,NA,NA,NA,38.449516981972316,0,96.8976016447486,3.10239835525141
2015,No,No,Gaza,Chókwè,0.1283066977144416,0.024392856982691828,0.15899084649948356,0.8166162965178247,2444.4649751563247,area_weighted_exact,NA,NA,NA,12.830669771444159,2.439285698269183,15.899084649948355,81.66162965178248
2015,Uncertain,No,Gaza,Limpopo,0.43602979857425717,0.26130628651726184,0.35229921322816415,0.3863945002545741,1590.1066980998437,area_weighted_exact,NA,NA,NA,43.602979857425716,26.130628651726184,35.229921322816416,38.639450025457414
2015,No,No,Gaza,Guijá,0.15916241841555484,0.007470777077605419,0.20300376426985678,0.7895254586525383,4162.656055988726,area_weighted_exact,NA,NA,NA,15.916241841555484,0.7470777077605419,20.30037642698568,78.95254586525382
2015,Uncertain,Uncertain,Gaza,Mabalane,0.32402701452636484,0,0.8380758114441533,0.16192418855584784,8929.073219463538,area_weighted_exact,NA,NA,NA,32.402701452636485,0,83.80758114441534,16.192418855584783
2015,Uncertain,Uncertain,Gaza,Mandlakazi,0.4357513900469247,0.11697195016456033,0.6349456098213243,0.24808244001411614,2789.7285874776526,area_weighted_exact,NA,NA,NA,43.57513900469247,11.697195016456034,63.494560982132434,24.808244001411612
2015,Uncertain,Uncertain,Gaza,Massangena,0.41556606453372197,0,0.9923434503181994,0.007656549681800785,7469.801929930163,area_weighted_exact,NA,NA,NA,41.5566064533722,0,99.23434503181994,0.7656549681800785
2015,Uncertain,Uncertain,Gaza,Massingir,0.34003452615877117,0,0.8647604173860151,0.13523958261398447,5423.261915697852,area_weighted_exact,NA,NA,NA,34.003452615877116,0,86.47604173860151,13.523958261398446
2015,No,No,Gaza,Xai-Xai,0.11448452073327803,0,0.14811796346297285,0.8518820365370271,129.39311157670173,area_weighted_exact,NA,NA,NA,11.448452073327802,0,14.811796346297285,85.18820365370271
2015,Uncertain,Uncertain,Inhambane,Funhalouro,0.4586555336863482,0,0.9916745148585732,0.008325485141427103,13621.739552408295,area_weighted_exact,NA,NA,NA,45.86555336863482,0,99.16745148585731,0.8325485141427104
2015,Uncertain,Uncertain,Inhambane,Govuro,0.427816103110512,0.002176688027886274,0.9263477977621846,0.07147551420992913,3828.101182281183,area_weighted_exact,NA,NA,NA,42.781610311051196,0.2176688027886274,92.63477977621845,7.147551420992913
2015,Yes,Yes,Inhambane,Homoíne,0.8826474342405616,0.7826536716633704,0.2173463283366298,0,1917.006644200861,area_weighted_exact,NA,NA,NA,88.26474342405616,78.26536716633704,21.73463283366298,0
2015,Uncertain,Uncertain,Inhambane,Inhambane,0.3438984477338145,0,0.7555882428606279,0.24441175713937205,106.95231630224511,area_weighted_exact,NA,NA,NA,34.38984477338145,0,75.55882428606279,24.441175713937206
2015,Yes,Yes,Inhambane,Inharrime,0.8170816792999487,0.5875552897238339,0.4124447102761656,0,2599.520507879904,area_weighted_exact,NA,NA,NA,81.70816792999487,58.75552897238339,41.244471027616555,0
