year,Province,District,district_pfpr_mean,mean_cellwise_lower_95,mean_cellwise_upper_95,continuous_valid_raster_area_km2,continuous_aggregation_method,continuous_fallback_distance_km,continuous_fallback_cell_longitude,continuous_fallback_cell_latitude,district_pfpr_mean_pct,mean_cellwise_lower_95_pct,mean_cellwise_upper_95_pct,mean_cell_exceedance_class,dominant_gridcell_decision,mean_exceedance_probability,area_prop_yes,area_prop_uncertain,area_prop_no,decision_valid_raster_area_km2,decision_aggregation_method,decision_fallback_distance_km,decision_fallback_cell_longitude,decision_fallback_cell_latitude,mean_exceedance_probability_pct,area_pct_yes,area_pct_uncertain,area_pct_no
2007,Cabo Delgado,Ibo,0.49297142028808594,0.1755129098892212,0.8150770664215088,0,nearest_valid_cell_fallback,9.013244003859649,40.50972644396059,-12.325885022391939,49.297142028808594,17.55129098892212,81.50770664215088,Yes,Yes,0.9601149559020996,1,0,0,0,nearest_valid_cell_fallback,9.013244003859649,40.50972644396059,-12.325885022391939,96.01149559020996,100,0,0
2007,Cabo Delgado,Macomia,0.593068305281323,0.22163097144191587,0.8973514500528568,4146.357749099166,area_weighted_exact,NA,NA,NA,59.3068305281323,22.16309714419159,89.73514500528567,Yes,Yes,0.9229620504963401,0.8926910126077647,0.10006336605254834,0.007245621339687225,4146.357749099166,area_weighted_exact,NA,NA,NA,92.29620504963401,89.26910126077647,10.006336605254834,0.7245621339687225
2007,Cabo Delgado,Mecúfi,0.5739422936505318,0.2673138965011817,0.8434857033600653,1224.3274541049116,area_weighted_exact,NA,NA,NA,57.394229365053185,26.73138965011817,84.34857033600653,Yes,Yes,0.973040409100813,0.9999712186736027,2.8781326397335396e-5,0,1224.3274541049116,area_weighted_exact,NA,NA,NA,97.3040409100813,99.99712186736028,0.00287813263973354,0
2007,Cabo Delgado,Meluco,0.5151792933851691,0.09125748947716937,0.9192175416148688,5729.014605867038,area_weighted_exact,NA,NA,NA,51.51792933851691,9.125748947716938,91.92175416148687,Yes,Yes,0.8718345811927212,0.9464846386607101,0.053515361339290475,0,5729.014605867038,area_weighted_exact,NA,NA,NA,87.18345811927212,94.64846386607101,5.351536133929048,0
2007,Cabo Delgado,Metuge,0.44788994203576604,0.11297889500223665,0.8350788112700254,1303.3688831716665,area_weighted_exact,NA,NA,NA,44.78899420357661,11.297889500223665,83.50788112700253,Uncertain,Yes,0.7938102956417173,0.6046395130086639,0.3953604869913362,0,1303.3688831716665,area_weighted_exact,NA,NA,NA,79.38102956417174,60.46395130086639,39.536048699133616,0
2007,Cabo Delgado,Mocímboa da Praia,0.44994122370171646,0.10179623304634165,0.822698037418703,3350.8654040090505,area_weighted_exact,NA,NA,NA,44.994122370171645,10.179623304634164,82.26980374187029,Yes,Yes,0.8313290496158142,0.7810764804686176,0.2189235195313809,0,3350.8654040090505,area_weighted_exact,NA,NA,NA,83.13290496158142,78.10764804686175,21.89235195313809,0
2007,Cabo Delgado,Montepuez,0.5335020494899123,0.11237154022885679,0.9151564461509074,17805.39640405698,area_weighted_exact,NA,NA,NA,53.350204948991234,11.23715402288568,91.51564461509074,Yes,Yes,0.8821708887214812,0.8670071203918467,0.13299287960815315,0,17805.39640405698,area_weighted_exact,NA,NA,NA,88.21708887214812,86.70071203918467,13.299287960815315,0
2007,Cabo Delgado,Mueda,0.4819116165361897,0.08651563526218768,0.8495907893209841,11152.760415600105,area_weighted_exact,NA,NA,NA,48.19116165361897,8.651563526218768,84.95907893209841,Uncertain,Yes,0.783970957397625,0.7788721137633461,0.1467267740075147,0.07440111222914109,11152.760415600105,area_weighted_exact,NA,NA,NA,78.3970957397625,77.8872113763346,14.67267740075147,7.440111222914108
2007,Cabo Delgado,Muidumbe,0.3040787993014147,0.06022518344885418,0.6547176975074279,2095.7918785226193,area_weighted_exact,NA,NA,NA,30.40787993014147,6.022518344885418,65.4717697507428,Uncertain,Uncertain,0.5785462459864712,0.27385546072138,0.5828932773891712,0.1432512618894495,2095.7918785226193,area_weighted_exact,NA,NA,NA,57.85462459864712,27.385546072138002,58.289327738917116,14.325126188944951
2007,Cabo Delgado,Namuno,0.6974242994991529,0.35361947103821834,0.9170218932948183,5980.892294927423,area_weighted_exact,NA,NA,NA,69.74242994991529,35.361947103821834,91.70218932948183,Yes,Yes,0.9923733098585286,1,0,0,5980.892294927423,area_weighted_exact,NA,NA,NA,99.23733098585285,100,0,0
2007,Cabo Delgado,Nangade,0.4303159314225241,0.08790250479787845,0.807873361137522,2867.8718541406356,area_weighted_exact,NA,NA,NA,43.03159314225241,8.790250479787845,80.78733611375219,Yes,Yes,0.8045375223509555,0.6992420879823975,0.29578001739473975,0.004977894622862339,2867.8718541406356,area_weighted_exact,NA,NA,NA,80.45375223509555,69.92420879823975,29.578001739473976,0.4977894622862339
2007,Cabo Delgado,Palma,0.5737750801342608,0.13276222374221056,0.9312205093088842,3200.829308463472,area_weighted_exact,NA,NA,NA,57.37750801342608,13.276222374221055,93.12205093088842,Yes,Yes,0.9247642215513358,0.9811262598805685,0.018873740119431676,0,3200.829308463472,area_weighted_exact,NA,NA,NA,92.47642215513358,98.11262598805685,1.8873740119431677,0
2007,Cabo Delgado,Pemba,0.3742956629992072,0.1653682872901217,0.6227339474501847,113.9895955423625,area_weighted_exact,NA,NA,NA,37.42956629992072,16.53682872901217,62.27339474501847,Yes,Yes,0.8963220175463344,0.7375568601432794,0.2624431398567205,0,113.9895955423625,area_weighted_exact,NA,NA,NA,89.63220175463344,73.75568601432794,26.24431398567205,0
2007,Cabo Delgado,Quissanga,0.4836418466083129,0.09770411820758186,0.8865346063101341,2049.3332291390257,area_weighted_exact,NA,NA,NA,48.36418466083129,9.770411820758186,88.65346063101342,Yes,Yes,0.857022380762637,0.771257208023309,0.2287427919766909,0,2049.3332291390257,area_weighted_exact,NA,NA,NA,85.7022380762637,77.1257208023309,22.87427919766909,0
2007,Gaza,Bilene,0.27919029439452886,0.1028871956942229,0.5383295498240463,1587.0846573048068,area_weighted_exact,NA,NA,NA,27.919029439452885,10.288719569422291,53.83295498240464,Uncertain,Uncertain,0.5849941618361106,0.3045164412540289,0.5540407201498333,0.14144283859613777,1587.0846573048068,area_weighted_exact,NA,NA,NA,58.49941618361106,30.451644125402886,55.40407201498333,14.144283859613777
2007,Gaza,Chibuto,0.27631040602477724,0.06213141303425419,0.6571274189065264,5521.56185844714,area_weighted_exact,NA,NA,NA,27.631040602477725,6.213141303425419,65.71274189065264,Uncertain,Uncertain,0.5756006207439179,0.07726673552582473,0.9176667983404586,0.005066466133716498,5521.56185844714,area_weighted_exact,NA,NA,NA,57.560062074391794,7.726673552582473,91.76667983404586,0.5066466133716498
2007,Gaza,Chicualacuala,0.3682726318698624,0.03230411346956934,0.8678751782613608,11149.428022156691,area_weighted_exact,NA,NA,NA,36.827263186986244,3.2304113469569335,86.78751782613608,Uncertain,Uncertain,0.6721978891604736,0.0266497609420876,0.9733502390579125,0,11149.428022156691,area_weighted_exact,NA,NA,NA,67.21978891604736,2.66497609420876,97.33502390579125,0
2007,Gaza,Chigubo,0.33613126936768417,0.0262040605999206,0.8473169990041186,10321.090779254524,area_weighted_exact,NA,NA,NA,33.61312693676842,2.6204060599920602,84.73169990041185,Uncertain,Uncertain,0.6233076331787648,0,1,0,10321.090779254524,area_weighted_exact,NA,NA,NA,62.33076331787648,0,100,0
2007,Gaza,Chókwè,0.17676547546326596,0.060701495744240504,0.4000151639401359,2444.4649751563247,area_weighted_exact,NA,NA,NA,17.676547546326596,6.07014957442405,40.00151639401359,Uncertain,No,0.3510887483150929,0.13218406894481388,0.40491979640089154,0.4628961346542945,2444.4649751563247,area_weighted_exact,NA,NA,NA,35.10887483150929,13.218406894481388,40.491979640089156,46.289613465429454
2007,Gaza,Limpopo,0.3536257148254031,0.18289541483989585,0.563467247305687,1590.1066980998437,area_weighted_exact,NA,NA,NA,35.36257148254031,18.289541483989584,56.346724730568695,Uncertain,Yes,0.74134353354795,0.5608215261103066,0.3739862471643997,0.06519222672529382,1590.1066980998437,area_weighted_exact,NA,NA,NA,74.134353354795,56.08215261103066,37.39862471643997,6.519222672529382
2007,Gaza,Guijá,0.18345432413306972,0.02858316824205946,0.5259226699225392,4162.656055988726,area_weighted_exact,NA,NA,NA,18.345432413306973,2.858316824205946,52.592266992253926,Uncertain,Uncertain,0.32635489457533573,0.11516785737603519,0.49509640710335967,0.3897357355206056,4162.656055988726,area_weighted_exact,NA,NA,NA,32.63548945753357,11.516785737603518,49.509640710335965,38.97357355206056
2007,Gaza,Mabalane,0.29109901506976016,0.022426080292867256,0.7887303892774653,8929.073219463538,area_weighted_exact,NA,NA,NA,29.109901506976016,2.2426080292867256,78.87303892774653,Uncertain,Uncertain,0.5430661734174189,6.799587610667441e-4,0.9882194289174373,0.01110061232149606,8929.073219463538,area_weighted_exact,NA,NA,NA,54.30661734174189,0.0679958761066744,98.82194289174373,1.110061232149606
2007,Gaza,Mandlakazi,0.36392594087074226,0.10844252565155789,0.7100103580747088,2789.7285874776526,area_weighted_exact,NA,NA,NA,36.39259408707423,10.84425256515579,71.00103580747088,Uncertain,Uncertain,0.7342791978596712,0.4298977937659887,0.5541160594369361,0.015986146797075565,2789.7285874776526,area_weighted_exact,NA,NA,NA,73.42791978596712,42.98977937659887,55.41160594369361,1.5986146797075564
2007,Gaza,Massangena,0.37559437507610693,0.03724372614957281,0.8654084610859969,7469.801929930163,area_weighted_exact,NA,NA,NA,37.559437507610696,3.724372614957281,86.5408461085997,Uncertain,Uncertain,0.6995716689690317,0.019169856481642072,0.9808301435183581,0,7469.801929930163,area_weighted_exact,NA,NA,NA,69.95716689690316,1.9169856481642071,98.0830143518358,0
2007,Gaza,Massingir,0.29306872603594,0.02360917016682641,0.7857488005259967,5423.261915697852,area_weighted_exact,NA,NA,NA,29.306872603593998,2.3609170166826408,78.57488005259967,Uncertain,Uncertain,0.5517445491774522,0,1,0,5423.261915697852,area_weighted_exact,NA,NA,NA,55.17445491774522,0,100,0
2007,Gaza,Xai-Xai,0.21927494661213032,0.10439958229815663,0.37629526078204967,129.39311157670173,area_weighted_exact,NA,NA,NA,21.927494661213032,10.439958229815662,37.62952607820497,Uncertain,Uncertain,0.480987875618097,0.14811796346297285,0.5924640050346094,0.2594180315024176,129.39311157670173,area_weighted_exact,NA,NA,NA,48.0987875618097,14.811796346297285,59.24640050346094,25.94180315024176
2007,Inhambane,Funhalouro,0.382078537669714,0.0438671197315656,0.8611440563167119,13621.739552408295,area_weighted_exact,NA,NA,NA,38.2078537669714,4.386711973156561,86.11440563167119,Uncertain,Uncertain,0.718136348302434,0.11536353688860662,0.8846364631113929,0,13621.739552408295,area_weighted_exact,NA,NA,NA,71.8136348302434,11.536353688860663,88.46364631113929,0
2007,Inhambane,Govuro,0.39230692010684687,0.057692356817553796,0.8473981136654729,3828.101182281183,area_weighted_exact,NA,NA,NA,39.230692010684685,5.769235681755379,84.73981136654729,Uncertain,Uncertain,0.7319240664639362,0.2671551835116951,0.732844816488305,0,3828.101182281183,area_weighted_exact,NA,NA,NA,73.19240664639362,26.71551835116951,73.284481648830507,0
2007,Inhambane,Homoíne,0.6183993698643341,0.319522363988197,0.8622665417315376,1917.006644200861,area_weighted_exact,NA,NA,NA,61.83993698643341,31.9522363988197,86.22665417315376,Yes,Yes,0.9762587173709466,0.9895356657727282,0.010464334227271789,0,1917.006644200861,area_weighted_exact,NA,NA,NA,97.62587173709466,98.95356657727282,1.0464334227271788,0
2007,Inhambane,Inhambane,0.3333729929115344,0.11780883964536508,0.6177941843294855,106.95231630224511,area_weighted_exact,NA,NA,NA,33.337299291153435,11.780883964536509,61.77941843294855,Yes,Uncertain,0.8101594475522699,0.4608328824681174,0.5391671175318826,0,106.95231630224511,area_weighted_exact,NA,NA,NA,81.01594475522698,46.08328824681174,53.91671175318826,0
2007,Inhambane,Inharrime,0.6122887030236799,0.2804480965274067,0.8939436937708436,2599.520507879904,area_weighted_exact,NA,NA,NA,61.22887030236799,28.04480965274067,89.39436937708436,Yes,Yes,0.948209860940005,0.9670822777535831,0.032917722246416745,0,2599.520507879904,area_weighted_exact,NA,NA,NA,94.8209860940005,96.70822777535831,3.2917722246416745,0
2007,Inhambane,Inhassoro,0.24368170619501367,0.02438834668752018,0.6939776468016526,4636.055641341526,area_weighted_exact,NA,NA,NA,24.368170619501367,2.438834668752018,69.39776468016527,Uncertain,Uncertain,0.47412463341178124,0,1,0,4636.055641341526,area_weighted_exact,NA,NA,NA,47.412463341178125,0,100,0
2007,Inhambane,Jangamo,0.53958636374693425,0.29287708580518,0.7774030120168929,989.2474993787719,area_weighted_exact,NA,NA,NA,53.95863637469343,29.287708580518,77.74030120168929,Yes,Yes,0.9638285844276456,0.975133934866731,0.024866065133268965,0,989.2474993787719,area_weighted_exact,NA,NA,NA,96.38285844276456,97.5133934866731,2.4866065133268966,0
2007,Inhambane,Mabote,0.35925523688886263,0.03899828775379502,0.8404404523429723,15306.272963426696,area_weighted_exact,NA,NA,NA,35.925523688886265,3.899828775379502,84.04404523429723,Uncertain,Uncertain,0.6660315169937019,0.09106115550619623,0.9089388444938031,0,15306.272963426696,area_weighted_exact,NA,NA,NA,66.60315169937019,9.106115550619624,90.89388444938031,0
2007,Inhambane,Massinga,0.39661896904405697,0.10908117825297897,0.7921650765115612,7173.7213241248155,area_weighted_exact,NA,NA,NA,39.661896904405694,10.908117825297897,79.21650765115612,Uncertain,Uncertain,0.7235710312833069,0.2575616135688188,0.7424383864311809,0,7173.7213241248155,area_weighted_exact,NA,NA,NA,72.35710312833069,25.75616135688188,74.24383864311808,0
2007,Inhambane,Maxixe,0.4948375190393733,0.3379531833101571,0.6559887065507054,115.99952415786196,area_weighted_exact,NA,NA,NA,49.48375190393733,33.795318331015714,65.59887065507054,Yes,Yes,0.9912071751047138,1,0,0,115.99952415786196,area_weighted_exact,NA,NA,NA,99.12071751047138,100,0,0
2007,Inhambane,Morrumbene,0.5662363884106154,0.2362212296442439,0.8653536574509404,2487.8270038273827,area_weighted_exact,NA,NA,NA,56.62363884106154,23.622122964424392,86.53536574509404,Yes,Yes,0.9348794954003534,0.9324503566887588,0.06754964331124105,0,2487.8270038273827,area_weighted_exact,NA,NA,NA,93.48794954003534,93.24503566887587,6.754964331124105,0
2007,Inhambane,Panda,0.4919885457571968,0.11054772746801748,0.8929023816572281,6843.419001673211,area_weighted_exact,NA,NA,NA,49.19885457571968,11.05477274680175,89.29023816572281,Yes,Yes,0.846456363755,0.6738941496322927,0.32610585036770606,0,6843.419001673211,area_weighted_exact,NA,NA,NA,84.6456363755,67.38941496322927,32.61058503677061,0
2007,Inhambane,Vilankulo,0.3055965730147983,0.05757238962183167,0.7142723338799938,5405.629376569867,area_weighted_exact,NA,NA,NA,30.55965730147983,5.757238962183167,71.42723338799938,Uncertain,Uncertain,0.596008506543634,0.16313975859550642,0.8315791556711036,0.00528108573338935,5405.629376569867,area_weighted_exact,NA,NA,NA,59.6008506543634,16.31397585955064,83.15791556711036,0.528108573338935
2007,Inhambane,Zavala,0.5096141165595315,0.2669586176808129,0.7550332715366997,1778.127123156096,area_weighted_exact,NA,NA,NA,50.96141165595315,26.69586176808129,75.50332715366997,Yes,Yes,0.9058938151378951,0.7697817880171567,0.23021821198284317,0,1778.127123156096,area_weighted_exact,NA,NA,NA,90.58938151378952,76.97817880171567,23.021821198284318,0
2007,Manica,Chimoio,0.1627069059208944,0.0741363849148725,0.2976018756906896,174.42410242870181,area_weighted_exact,NA,NA,NA,16.27069059208944,7.41363849148725,29.760187569068957,Uncertain,Uncertain,0.3040817124317395,0.05226164376242702,0.644881875372607,0.30285648086496586,174.42410242870181,area_weighted_exact,NA,NA,NA,30.40817124317395,5.226164376242702,64.4881875372607,30.285648086496586
2007,Manica,Guro,0.2008898483945001,0.02074998531605369,0.6007419497524923,6929.747581522938,area_weighted_exact,NA,NA,NA,20.08898483945001,2.074998531605369,60.07419497524923,Uncertain,Uncertain,0.368825315695055,0,0.8411985133354389,0.15880148666456204,6929.747581522938,area_weighted_exact,NA,NA,NA,36.8825315695055,0,84.11985133354389,15.880148666456204
2007,Manica,Machaze,0.3371861380647417,0.04001112276137828,0.8013946848018194,13282.71523334556,area_weighted_exact,NA,NA,NA,33.71861380647417,4.001112276137828,80.13946848018195,Uncertain,Uncertain,0.648447368494252,0.07216854360312583,0.9191951850849471,0.008636271311929181,13282.71523334556,area_weighted_exact,NA,NA,NA,64.8447368494252,7.216854360312583,91.91951850849472,0.8636271311929181
2007,Manica,Manica,0.3097244551077669,0.11071006379363642,0.5771948324940162,2341.055990046743,area_weighted_exact,NA,NA,NA,30.97244551077669,11.071006379363642,57.71948324940161,Uncertain,Yes,0.6227567978326815,0.49358985723602516,0.30724766832453193,0.19916247443944304,2341.055990046743,area_weighted_exact,NA,NA,NA,62.275679783268146,49.358985723602515,30.72476683245319,19.916247443944304
2007,Manica,Mossurize,0.334408741061259,0.07504635046542253,0.7055421205987285,4860.371963229896,area_weighted_exact,NA,NA,NA,33.440874106125904,7.504635046542253,70.55421205987284,Uncertain,Uncertain,0.639997395288818,0.22615437346382633,0.750134245776703,0.023711380759470366,4860.371963229896,area_weighted_exact,NA,NA,NA,63.999739528881804,22.615437346382635,75.01342457767029,2.3711380759470364
2007,Manica,Tambara,0.3660821825938229,0.07075415074239036,0.7759421969403093,4284.601821031444,area_weighted_exact,NA,NA,NA,36.60821825938229,7.075415074239036,77.59421969403093,Uncertain,Uncertain,0.6974557988176583,0.36018829141808834,0.619198645499934,0.02061306308197872,4284.601821031444,area_weighted_exact,NA,NA,NA,69.74557988176583,36.01882914180884,61.9198645499934,2.061306308197872
2007,Maputo,Boane,0.12591446246507582,0.03679488913462389,0.29528240332053907,753.9186114573357,area_weighted_exact,NA,NA,NA,12.591446246507582,3.6794889134623894,29.528240332053908,No,No,0.18129418405827752,0,0.3009545997463151,0.6990454002536851,753.9186114573357,area_weighted_exact,NA,NA,NA,18.129418405827753,0,30.09545997463151,69.9045400253685
2007,Maputo,Magude,0.22973556926025182,0.01945816138878241,0.6800838949421238,6911.108249847907,area_weighted_exact,NA,NA,NA,22.973556926025182,1.9458161388782411,68.00838949421238,Uncertain,Uncertain,0.42813646634909686,0.0024461074756177655,0.9258018767277962,0.07175201579658567,6911.108249847907,area_weighted_exact,NA,NA,NA,42.81364663490969,0.24461074756177656,92.58018767277963,7.175201579658568
2007,Maputo,Manhiça,0.1193018272758224,0.029196429858403736,0.31003977774990077,2249.5779276112175,area_weighted_exact,NA,NA,NA,11.93018272758224,2.919642985840374,31.003977774990076,No,No,0.1763072771497618,0.02250173698253523,0.2952476032654523,0.6822506597520128,2249.5779276112175,area_weighted_exact,NA,NA,NA,17.63072771497618,2.250173698253523,29.52476032654523,68.22506597520129
2007,Maputo,Marracuene,0.06032473728466756,0.011417703910786895,0.18209002288935677,622.9732196591104,area_weighted_exact,NA,NA,NA,6.032473728466756,1.1417703910786896,18.20900228893568,No,No,0.024402299933563847,0,0,1,622.9732196591104,area_weighted_exact,NA,NA,NA,2.4402299933563847,0,0,100
2007,Maputo,Matola,0.03350602429609238,0.00997982656341276,0.08372463994902234,311.59618042144854,area_weighted_exact,NA,NA,NA,3.3506024296092383,0.997982656341276,8.372463994902233,No,No,0.002682577008506532,0,0,1,311.59618042144854,area_weighted_exact,NA,NA,NA,0.2682577008506532,0,0,100
2007,Maputo,Matutuíne,0.17199555758807036,0.015734098129147285,0.5632137683034236,4828.853343120534,area_weighted_exact,NA,NA,NA,17.199555758807037,1.5734098129147285,56.32137683034236,Uncertain,Uncertain,0.30805085201793964,0,0.8383825832121886,0.16161741678781133,4828.853343120534,area_weighted_exact,NA,NA,NA,30.805085201793965,0,83.83825832121886,16.161741678781134
2007,Maputo,Moamba,0.15808031480974322,0.013887535395079548,0.5212749162460926,4395.874773595355,area_weighted_exact,NA,NA,NA,15.808031480974321,1.3887535395079549,52.127491624609256,Uncertain,Uncertain,0.27043493365361393,0,0.6380990437400988,0.361900956259902,4395.874773595355,area_weighted_exact,NA,NA,NA,27.043493365361392,0,63.80990437400988,36.190095625990196
2007,Maputo,Namaacha,0.10314836040377386,0.01081075543173464,0.37060330818586845,2046.5735249074462,area_weighted_exact,NA,NA,NA,10.314836040377386,1.081075543173464,37.06033081858685,No,No,0.13238061782448254,0,0.15012633636250472,0.8498736636374954,2046.5735249074462,area_weighted_exact,NA,NA,NA,13.238061782448254,0,15.012633636250472,84.98736636374954
2007,Nampula,Angoche,0.7718678363722797,0.5043499842967318,0.9335553931582334,2668.047211202732,area_weighted_exact,NA,NA,NA,77.18678363722798,50.434998429673186,93.35553931582335,Yes,Yes,0.9988006551529464,1,0,0,2668.047211202732,area_weighted_exact,NA,NA,NA,99.88006551529463,100,0,0
2007,Nampula,Eráti,0.7840182606931946,0.45705696811919405,0.9555854607953327,5700.770679408556,area_weighted_exact,NA,NA,NA,78.40182606931945,45.7056968119194,95.55854607953327,Yes,Yes,0.9951091860084977,1,0,0,5700.770679408556,area_weighted_exact,NA,NA,NA,99.51091860084978,100,0,0
2007,Nampula,Ilha de Moçambique,0.5811413676211283,0.32467462950699677,0.8022247576143258,158.12896275297786,area_weighted_exact,NA,NA,NA,58.114136762112835,32.46746295069968,80.22247576143258,Yes,Yes,0.9952726643414861,1,0,0,158.12896275297786,area_weighted_exact,NA,NA,NA,99.52726643414861,100,0,0
2007,Nampula,Lalaua,0.42976075596884045,0.1050488322839488,0.8268413104840838,4531.537356843916,area_weighted_exact,NA,NA,NA,42.976075596884044,10.504883228394881,82.68413104840839,Uncertain,Yes,0.7740273205455239,0.5153737847951692,0.484626215204831,0,4531.537356843916,area_weighted_exact,NA,NA,NA,77.40273205455239,51.53737847951692,48.462621520483104,0
2007,Nampula,Malema,0.5099831200256817,0.13495868722181184,0.8806276580500628,6053.012110659178,area_weighted_exact,NA,NA,NA,50.99831200256817,13.495868722181184,88.06276580500628,Yes,Yes,0.8927720372473492,0.8800264083521672,0.11997359164783233,0,6053.012110659178,area_weighted_exact,NA,NA,NA,89.27720372473492,88.00264083521671,11.997359164783234,0
2007,Nampula,Mecubúri,0.675811897288861,0.2590682022802808,0.9406825069214036,7189.586316335103,area_weighted_exact,NA,NA,NA,67.5811897288861,25.90682022802808,94.06825069214037,Yes,Yes,0.9657948215410567,0.9917363273566485,0.008263672643351738,0,7189.586316335103,area_weighted_exact,NA,NA,NA,96.57948215410566,99.17363273566485,0.8263672643351738,0
2007,Nampula,Memba,0.7929224828204076,0.4559928523207773,0.9601022650031794,4266.579430635383,area_weighted_exact,NA,NA,NA,79.29224828204076,45.59928523207773,96.01022650031794,Yes,Yes,0.9962036053250348,1,0,0,4266.579430635383,area_weighted_exact,NA,NA,NA,99.62036053250348,100,0,0
2007,Nampula,Liúpo,0.8086610828041398,0.41999466069422403,0.9803626094887646,2021.6392283813243,area_weighted_exact,NA,NA,NA,80.86610828041398,41.999466069422404,98.03626094887646,Yes,Yes,0.9931415217703868,1,0,0,2021.6392283813243,area_weighted_exact,NA,NA,NA,99.31415217703868,100,0,0
2007,Nampula,Mogincual,0.7789324648318329,0.42609291415599176,0.9666469972915354,2214.2958092038457,area_weighted_exact,NA,NA,NA,77.89324648318329,42.609291415599174,96.66469972915354,Yes,Yes,0.9896900081756921,1,0,0,2214.2958092038457,area_weighted_exact,NA,NA,NA,98.96900081756921,100,0,0
2007,Nampula,Larde,0.7019084028531569,0.34039778960362643,0.937369169741817,1754.350342768937,area_weighted_exact,NA,NA,NA,70.19084028531569,34.039778960362646,93.73691697418171,Yes,Yes,0.9876792571663902,1,0,0,1754.350342768937,area_weighted_exact,NA,NA,NA,98.76792571663901,100,0,0
