WAIC,DIC,effective_parameters_WAIC,effective_parameters_DIC,n_observations,n_prediction_rows,prediction_years
7009.220312506472,6717.808360995484,770.0452809987119,714.4453375179419,2066,185160,"2007,2011,2015,2018,2022,2023"
